40.29749,-124.3408
38.96153,-123.5579
39.2415,-123.6393
39.52163,-123.7215
39.80193,-123.8045
40.08238,-123.8883
40.36298,-123.9729
40.64372,-124.0584
38.18395,-122.9628
38.46373,-123.0403
38.7437,-123.1185
39.02385,-123.1975
39.30418,-123.2773
39.58467,-123.3578
39.86533,-123.4391
40.14614,-123.5212
40.4271,-123.6041
40.70821,-123.6879
40.98944,-123.7725
41.27081,-123.8579
41.5523,-123.9442
41.83391,-124.0313
37.12544,-122.3103
37.40474,-122.3834
37.68426,-122.4571
37.96398,-122.5315
38.2439,-122.6067
38.52403,-122.6825
38.80434,-122.7591
39.08484,-122.8364
39.36551,-122.9145
39.64635,-122.9933
39.92736,-123.073
40.20853,-123.1534
40.48985,-123.2346
40.77131,-123.3166
41.05291,-123.3994
41.33464,-123.483
41.61649,-123.5675
41.89847,-123.6529
36.34524,-121.7494
36.62418,-121.8189
37.18275,-121.9598
37.46238,-122.0313
37.74223,-122.1034
38.02228,-122.1762
38.30253,-122.2497
38.58299,-122.324
38.86364,-122.3989
39.14448,-122.4746
39.42549,-122.551
39.70668,-122.6281
39.98803,-122.706
40.26954,-122.7847
40.55121,-122.8642
40.83303,-122.9444
41.11497,-123.0255
41.39706,-123.1073
41.67928,-123.19
41.96161,-123.2735
35.84253,-121.2689
36.1213,-121.3356
36.40031,-121.4029
36.67956,-121.4709
36.95905,-121.5394
37.23877,-121.6087
37.51871,-121.6785
37.79888,-121.749
38.07925,-121.8203
38.35984,-121.8921
38.64062,-121.9647
38.9216,-122.038
39.20277,-122.112
39.48412,-122.1867
39.76563,-122.2621
40.04733,-122.3383
40.32918,-122.4153
40.61119,-122.493
40.89334,-122.5714
41.17564,-122.6507
41.45807,-122.7308
41.74064,-122.8117
35.33835,-120.7964
35.61689,-120.8603
35.89571,-120.9249
36.17478,-120.9901
36.45409,-121.0558
36.73365,-121.1222
37.01344,-121.1892
37.29348,-121.2568
37.57373,-121.3251
37.85422,-121.394
38.13491,-121.4636
38.41581,-121.5338
38.69691,-121.6048
38.97821,-121.6764
39.2597,-121.7487
39.54137,-121.8217
39.82322,-121.8954
40.10525,-121.9699
40.38743,-122.0451
40.66978,-122.121
40.95227,-122.1977
41.2349,-122.2752
41.51767,-122.3534
41.80058,-122.4325
34.55477,-120.2708
34.83279,-120.3316
35.11109,-120.3929
35.38966,-120.4548
35.6685,-120.5172
35.94761,-120.5803
36.22697,-120.6439
36.50658,-120.7081
36.78644,-120.7729
37.06654,-120.8383
37.34688,-120.9044
37.62744,-120.971
37.90823,-121.0383
38.18923,-121.1063
38.47044,-121.1749
38.75186,-121.2441
39.03347,-121.314
39.31528,-121.3847
39.59727,-121.456
39.87944,-121.528
40.16179,-121.6007
40.44429,-121.6741
40.72696,-121.7483
41.00978,-121.8232
41.29275,-121.8988
41.57585,-121.9753
41.85909,-122.0525
34.60398,-119.9331
34.88228,-119.9924
35.16086,-120.0522
35.43971,-120.1126
35.71884,-120.1736
35.99823,-120.2351
36.27789,-120.2971
36.55779,-120.3598
36.83794,-120.423
37.11833,-120.4868
37.39897,-120.5513
37.67982,-120.6163
37.96091,-120.682
38.24221,-120.7483
38.52373,-120.8152
38.80545,-120.8828
39.08737,-120.951
39.36949,-121.0199
39.65179,-121.0895
39.93427,-121.1598
40.21693,-121.2308
40.49976,-121.3024
40.78275,-121.3748
41.06589,-121.4479
41.34917,-121.5218
41.6326,-121.5964
41.91618,-121.6717
34.65194,-119.5949
34.93052,-119.6527
35.20937,-119.711
35.4885,-119.7699
35.7679,-119.8293
36.04758,-119.8893
36.32751,-119.9498
36.6077,-120.0109
36.88813,-120.0725
37.16882,-120.1348
37.44974,-120.1976
37.73089,-120.261
38.01227,-120.325
38.29386,-120.3897
38.57567,-120.4549
38.8577,-120.5208
39.13992,-120.5874
39.42233,-120.6546
39.70494,-120.7224
39.98772,-120.7909
40.27069,-120.8601
40.55383,-120.93
40.83713,-121.0006
41.12058,-121.0719
41.40418,-121.1439
41.68793,-121.2167
41.97182,-121.2902
34.14184,-119.1451
34.42009,-119.2004
34.69865,-119.2562
34.97749,-119.3125
35.25661,-119.3693
35.53601,-119.4267
35.81569,-119.4845
36.09563,-119.5429
36.37585,-119.6019
36.65631,-119.6614
36.93702,-119.7215
37.21798,-119.7821
37.49919,-119.8433
37.78062,-119.9051
38.06229,-119.9674
38.34417,-120.0304
38.62627,-120.094
38.90858,-120.1582
39.19109,-120.223
39.4738,-120.2885
39.7567,-120.3546
40.03979,-120.4214
40.32306,-120.4888
40.60649,-120.5569
40.89009,-120.6257
41.17385,-120.6952
41.45776,-120.7654
41.74182,-120.8363
34.18678,-118.8088
34.46529,-118.8626
34.7441,-118.917
35.0232,-118.9718
