35.30259,-119.0271
35.58225,-119.0829
35.86219,-119.1392
36.14241,-119.196
36.42289,-119.2534
36.70362,-119.3113
36.9846,-119.3698
37.26583,-119.4288
37.54731,-119.4884
37.82902,-119.5485
38.11096,-119.6093
38.39312,-119.6706
38.6755,-119.7325
40.09045,-120.0512
40.37402,-120.1168
40.65774,-120.1831
40.94164,-120.2501
41.2257,-120.3177
41.50991,-120.3861
41.79427,-120.4551
33.95202,-118.4202
34.23048,-118.4721
34.50923,-118.5244
34.7883,-118.5772
35.06765,-118.6305
35.34729,-118.6843
35.62721,-118.7386
35.90741,-118.7934
36.18788,-118.8486
36.46862,-118.9044
36.74961,-118.9608
37.03086,-119.0176
37.31236,-119.075
37.5941,-119.133
37.87608,-119.1915
38.15829,-119.2505
38.44073,-119.3101
41.56062,-120.0061
41.84527,-120.0732
33.71584,-118.0346
33.99422,-118.0845
34.27292,-118.1349
34.55193,-118.1857
34.83123,-118.237
35.11083,-118.2888
35.39072,-118.341
35.67089,-118.3938
35.95133,-118.447
36.23206,-118.5007
36.51305,-118.5549
36.7943,-118.6096
37.07581,-118.6649
37.35756,-118.7207
37.63956,-118.777
37.9218,-118.8338
38.20428,-118.8912
33.47826,-117.6518
33.75657,-117.6998
34.03519,-117.7483
34.31412,-117.7972
34.59336,-117.8465
34.8729,-117.8963
35.15274,-117.9466
35.43287,-117.9973
35.71328,-118.0485
35.99397,-118.1001
36.27494,-118.1523
36.55618,-118.2049
36.83767,-118.258
37.11943,-118.3116
37.40143,-118.3658
37.68369,-118.4204
32.68389,-117.1809
32.96144,-117.2262
33.23932,-117.272
33.51752,-117.3181
33.79606,-117.3647
34.07491,-117.4117
34.35406,-117.4591
34.63353,-117.5069
34.9133,-117.5552
35.19338,-117.6039
35.47374,-117.6531
35.75438,-117.7027
36.03531,-117.7528
36.31651,-117.8033
36.59799,-117.8544
36.87973,-117.9059
37.16172,-117.9579
37.44397,-118.0104
32.72128,-116.8512
32.99903,-116.8951
33.27713,-116.9393
33.55555,-116.984
33.8343,-117.0291
34.11337,-117.0746
34.39275,-117.1205
34.67244,-117.1669
34.95243,-117.2136
35.23273,-117.2608
35.51332,-117.3084
35.79419,-117.3565
36.07534,-117.405
36.35678,-117.4539
36.63849,-117.5034
36.92046,-117.5533
37.20269,-117.6036
32.75744,-116.521
33.03541,-116.5635
33.31371,-116.6063
33.59234,-116.6495
33.87131,-116.6932
34.15059,-116.7372
34.43018,-116.7816
34.71008,-116.8264
34.99029,-116.8716
35.27081,-116.9173
35.55161,-116.9633
35.8327,-117.0098
36.11408,-117.0567
36.39574,-117.1041
36.67767,-117.1519
36.95987,-117.2002
32.79239,-116.1905
33.07055,-116.2315
33.34905,-116.2729
33.62789,-116.3147
33.90706,-116.3568
34.18654,-116.3993
34.46634,-116.4422
34.74645,-116.4855
35.02687,-116.5292
35.3076,-116.5733
35.58861,-116.6178
35.86992,-116.6627
36.15151,-116.708
36.43338,-116.7538
32.8261,-115.8596
33.10447,-115.8992
33.38316,-115.9391
33.6622,-115.9794
33.94156,-116.0201
34.22124,-116.0611
34.50124,-116.1025
34.78155,-116.1442
35.06218,-116.1864
35.3431,-116.2289
35.62432,-116.2718
35.90583,-116.3152
36.18763,-116.3589
32.8586,-115.5284
33.13715,-115.5665
33.41603,-115.605
33.69526,-115.6438
33.97481,-115.6829
34.25468,-115.7224
34.53487,-115.7623
34.81537,-115.8026
35.09619,-115.8432
35.37732,-115.8841
35.65873,-115.9255
35.94044,-115.9672
32.88987,-115.1968
33.16859,-115.2335
33.44765,-115.2705
33.72706,-115.3078
34.0068,-115.3455
34.28685,-115.3835
34.56723,-115.4218
34.84792,-115.4605
35.12893,-115.4996
35.41024,-115.539
35.69184,-115.5788
32.9199,-114.8649
33.1988,-114.9001
33.47803,-114.9357
33.75761,-114.9715
34.03753,-115.0077
34.31776,-115.0441
34.59831,-115.081
34.87918,-115.1181
35.16037,-115.1556
35.44186,-115.1935
32.9487,-114.5327
33.50717,-114.6005
33.78691,-114.6349
34.067,-114.6695
34.3474,-114.7045
34.62812,-114.7398
34.90916,-114.7754
34.37577,-114.3645
